order_id,user_id,order_date,amount,status
2bb3a38d-113a-4fd1-85cd-bd33bd2f74f3,2976cb35-85f4-401e-8070-798bd54d6300,2025-09-30T20:20:10,107.68,cancelled
96335e53-ce27-4c7f-a388-ef28613b8e4c,12b015f3-0b2a-4341-a3fa-06ee4cc75e63,2024-12-05T17:44:10,319.88,cancelled
e45eb7f1-b9be-43ae-9778-e5d32498509f,f56a737a-1bf1-4dff-b679-7d09eff3c19c,2024-05-13T01:15:12,483.99,shipped
430a18ca-239c-446d-853c-764497a9631e,4aa08127-c774-4162-97f3-f6b39a3f23f8,2025-06-15T11:18:40,365.0,shipped
ed502b5a-08f1-4163-a103-2a07dea32774,20dc2a04-ef8b-429f-98d0-94e5c11e12f5,2023-10-25T13:14:23,37.73,completed
98557192-8780-4063-ade5-aeb373495f2b,8f3911d4-0c5e-49a7-acc9-19d1c78e897a,2025-04-20T09:27:50,184.23,shipped
2bb79170-381b-4df3-a083-7418e4ed6a4b,d0f3a994-e4b1-45d9-a07b-7271ff4130f1,2023-10-05T11:52:11,73.96,pending
9bc519be-207d-4aa2-bcf8-e61f4a4a267c,fe3aed40-567d-4bab-b02a-00972905c624,2024-09-24T23:25:24,272.57,pending
f46aa9e4-5eee-4a69-ad4e-046cdaaeba55,790f6b19-ed41-4968-9446-f87fb20981f4,2025-06-13T15:48:49,391.56,cancelled
edbf5cee-87ce-4e06-ba54-2f8237460755,fb259c1c-45a7-499a-87ff-0723855afcc0,2024-01-25T10:47:03,341.85,completed
12682328-f791-42ec-8ca1-628be9cd5589,4c27d0f3-474d-43c7-b08e-f95983951adf,2024-09-15T20:47:27,256.84,pending
319391cc-2f9d-4553-a6e2-3dcb0f0478ef,abbd9708-cea5-42a4-becb-79773361fae3,2025-03-13T23:05:56,142.63,shipped
23af0bc7-540e-4636-bceb-d945f53f48e8,731fdb0e-a5f0-4af1-b26f-71aee73b73e5,2024-02-23T18:07:18,437.78,pending
6b627fff-aea7-4d7e-9fa6-a276185db98d,d046d590-eaac-4258-82e4-7ef96137e6f3,2025-09-12T09:17:45,324.27,cancelled
1a8aa924-8c8a-4757-b5ab-f61dcdc32559,06abb658-9bb7-4e16-8c90-bdf857cb85c3,2024-08-30T20:08:07,358.15,cancelled
1b7c38ef-c948-46d5-9865-9d4fc356f191,60e3a1b3-bf7e-40f3-a3c9-a28a00b674bf,2024-09-26T01:55:41,27.13,completed
08e9980b-2e24-4820-b43c-5ac2c9aff9f1,fc4a9718-29e7-46e6-81d3-c58b43597729,2024-10-15T03:36:51,438.52,completed
add90a0e-5633-46ac-b07d-9c135f796b8c,11b8b5f9-2ac5-4026-a952-5aafd1906609,2024-08-12T01:30:18,23.31,cancelled
63649471-1b62-4622-a41c-53439ab0062e,c2894118-7dba-42db-8a51-9b6f58cafb2b,2024-10-07T00:28:19,100.13,pending
bf1eb7d0-20c8-437b-88f0-4ff57386512a,40de2239-da27-45b4-b540-3747f26dc7c2,2023-11-24T14:27:51,469.24,pending
d8b1852d-c2d5-4244-bf8f-093b32c812ea,5143e3ec-0c55-467c-9ab4-1b78faa1373b,2025-01-10T21:44:10,207.21,completed
99f85b3a-cb56-4204-9d45-c7e511a3fe15,b59b9304-b65c-4f9c-b55f-bff2b86699f2,2024-07-22T06:26:39,137.75,pending
2d1a99be-71fa-4c27-9e55-cbcdbc5fe2ba,643c934a-2391-4110-b640-113705557489,2023-11-20T06:07:13,16.26,cancelled
f6745941-f16f-473b-8a7a-d55940b6fd92,f0c29069-ca63-41a3-9cf7-7215d61b503a,2024-01-30T01:07:16,235.53,completed
f235c67c-cb00-450b-9149-ea3c8744b269,64b25dbd-872d-4b5f-8d7e-92fe89a97367,2023-10-05T16:04:06,354.33,pending
19a86e2b-f937-4fa8-b556-c78a8fbfe96f,f50e046c-7bd8-4f83-83c5-9cae39bd8ff2,2024-08-01T10:46:15,76.49,cancelled
f9c49eba-6066-481a-9337-1ebef535e49d,f76cc93f-fb90-46ab-aeed-2c03e6c5a7ce,2025-07-10T21:46:24,379.25,cancelled
6879fbe8-21f5-4596-a9f0-1f4f6078fbce,d2aa9ee8-a07f-4425-ae8f-4b1362e33c87,2024-09-28T01:06:16,258.65,pending
9942a032-7fc8-4793-8344-c2df7c0d4d7c,88d279dc-9703-449c-bc8b-75faffb2cff8,2024-09-18T00:21:11,326.58,pending
4d5c7181-1321-4b1e-96f8-0cc3d29f995f,65ee2e00-a5d9-4db8-aac1-3dafadcde04f,2025-05-26T20:10:17,449.48,shipped
af355406-4071-4306-9c01-e7cb9f269ee8,1c52e016-4c62-459d-808a-7bb187c81c75,2025-06-19T11:11:04,460.41,pending
e1bd8820-c7a8-4004-a5a4-4f8d145076ee,8a151c13-c2ba-49d8-8e6b-385d5b8493e3,2025-06-30T07:18:30,367.15,pending
cd76e0a2-8fe2-4552-a31b-882ee38cf325,cf332664-19d0-4d40-8e40-8c8693052361,2024-07-24T15:29:00,392.0,pending
fe3790c3-de7e-4dd3-b2c8-66a1448ea1b7,90f9bc0c-dfa4-4a4d-a519-4e4ad6ba315b,2025-05-28T08:18:08,153.14,cancelled
52a24577-1c55-43cd-926d-121bea3dbf38,a9902ccb-69c4-439f-924a-02d75dfaf018,2024-10-23T07:17:26,417.67,cancelled
a27413b6-afea-4d49-bdd5-67cb0a65ceeb,905bc379-3b40-464f-9ee9-d18bc83d953d,2024-03-06T21:26:35,424.73,cancelled
79ea10e7-565e-45e6-a312-75fff2ab025e,44f5374e-535f-47f3-a80a-0c6fa786e24b,2024-07-25T09:21:31,350.4,cancelled
8764d9f0-d278-41db-9c57-4031a67542ef,ef85acf2-ec62-403d-aa73-bc465a6f19e8,2024-11-21T06:55:31,104.74,completed
13214a52-db2f-471b-b86c-7450a976cfcc,2fbc9d5c-4c90-4e05-913c-4652c3cf3062,2025-02-17T11:57:07,73.77,shipped
5d4e23fe-4b4a-4141-8879-0003107fb903,5870c9e6-2733-417d-be6c-4008f087bf63,2024-07-25T09:33:39,434.58,completed
4d03ad64-9913-42c1-a22f-8be760039fd8,d5799bd3-db81-47bd-8925-7bbb6516431c,2025-03-01T07:01:15,100.82,shipped
69822c77-9a15-4824-acb1-53e5ae052607,4e951ca7-96e3-49d0-aaef-405eb7af587a,2025-01-02T20:19:48,352.53,pending
aa25dc0e-6b22-4584-bbbf-a04e6272ee07,dbe5f6fd-fff9-47e8-a32d-012cf289c327,2025-03-16T12:04:42,271.11,cancelled
93dff104-02c0-4b01-952e-be73247a4ebb,1e4fc8ac-3ca7-4a5c-9c41-61d276125b60,2023-11-18T08:47:01,419.78,completed
4e95d249-1205-4e22-9573-2d2cb424bc54,4619cb7e-1055-4ab2-8350-8bc9f2a52065,2024-08-08T17:44:54,233.37,pending
06395d33-7383-4f2b-8f79-14e036e45b48,fdb49a87-ee09-4caf-ae9d-dff5441a7944,2025-02-17T16:31:46,320.18,cancelled
1cc9b19c-d78d-4170-b79a-603659ebf8d5,b59b9304-b65c-4f9c-b55f-bff2b86699f2,2025-01-11T07:14:24,95.39,cancelled
cc0de839-3924-40fc-8358-362159a03b44,643c934a-2391-4110-b640-113705557489,2023-12-14T21:08:20,160.94,cancelled
3afbfb42-498a-4714-8b06-a2fcf2c61a02,7c1e0a77-259a-4a19-8652-53f6205d9349,2023-12-03T23:52:34,195.9,pending
dfc5aadb-6066-4d2d-b19e-59b095db89f5,4ed122bf-07d7-4ce0-a8eb-75ad22122d2d,2025-04-28T08:33:47,499.3,cancelled
78691f11-7583-4e23-bf71-d3273f234c4d,09fb514a-93b2-4184-92ef-4e82c09dd706,2024-10-18T22:58:01,480.82,completed
5981febb-dac4-4558-8699-1a0baee3e378,c0e00b2f-2c98-46ba-bf53-e816530297ef,2023-11-02T17:03:49,400.13,shipped
6601187e-f168-48a8-9dcd-78275d0f9c87,6402d7bc-5a4a-436c-8f57-327aa73ace82,2023-10-10T14:03:13,403.27,completed
6a1067ff-0b49-4b16-878a-8308a4f32451,f8bebfaa-198d-449b-8690-9a5dc025b233,2024-05-05T01:52:00,474.67,cancelled
153249ff-f4b1-413a-8422-42455cb3c738,16fc201b-7787-42dc-b0ea-a96952f34733,2024-10-20T23:28:52,262.2,shipped
77dadc39-341b-4fd6-808b-3da0ed9823ab,6d703962-294c-4e56-9f49-4463a299bcbe,2023-10-23T19:25:21,459.72,shipped
69b34257-a0ae-4cff-8334-7feccfb89ebf,a8db2111-dd01-4b80-8a8a-44115fca9514,2023-12-11T07:08:23,337.61,cancelled
195815a1-fa50-437e-b61a-9a6092a63470,90156915-50bc-4d37-8d86-e89864f1c22a,2025-01-06T23:50:43,436.44,completed
f6155720-4075-4ab4-bb53-2570f3599a3a,4aa08127-c774-4162-97f3-f6b39a3f23f8,2024-06-25T13:32:02,22.51,completed
c1d182d0-d7e7-407e-8ecb-1768fc9a0668,ef57b69a-863d-4859-a609-c00285e2ae2e,2023-11-20T02:05:02,86.08,completed
e6ca6326-6e1f-4350-9980-5f77c60235c0,df21af0a-fed1-4a39-ac7b-a5b93201770f,2024-02-25T04:48:15,485.51,cancelled
7dedb134-4d3b-4fbb-ab6c-98a271cafa6a,2599b2d6-99a6-4a10-beba-e7e4f26b93fe,2024-12-14T01:13:35,217.22,pending
23d40d1a-ebe2-4d60-a142-09988b448a01,6f120f1b-cd90-41fa-9e56-294d43bc5b0b,2025-06-18T15:51:22,353.41,shipped
4939fc85-c28b-4623-bec8-7499c720e66c,2cad841b-fa80-4579-a0f3-64963a72101e,2025-04-12T16:01:04,69.15,pending
68cf2ed9-ba1c-457b-ad54-191e39718476,737227d5-4178-4a2c-91cd-8bb2e0f3d0e1,2025-07-19T01:32:17,99.54,completed
c3b9f2ab-b87c-4f57-9665-7291b4328722,2b6ddb83-9ed8-4596-8b5f-aa930b8ea089,2024-06-26T20:42:07,407.12,cancelled
2f343a40-acc3-4601-960f-532c44ea3f15,3bfd5e68-87f8-487a-8e90-dd7c8a343e67,2025-08-12T09:15:40,459.83,completed
4f257800-9ae1-48fe-9046-8f982ed9f599,58eddfcf-f514-40ba-aefa-79c2f730d0ed,2025-02-12T23:10:02,472.02,completed
649490be-04c8-4a7d-8e3d-e2f46d9bf5ba,9de9d70b-d7c2-4c44-aa05-3f4e55f75dfb,2024-01-31T07:35:50,263.96,cancelled
d43553d0-403c-4393-ac98-e5ed771a6376,04440359-f801-4326-8969-1fcff4a41c75,2025-03-27T06:57:28,60.48,shipped
248cd3ae-47ea-45df-b811-c6273295dd6a,5f76a723-717d-45d1-aa7b-032fa0c1526d,2024-02-18T15:50:12,58.45,pending
4d123314-e92e-4fd7-b989-0132470c7200,9360c099-80bd-476e-b4c9-8d1fda339d73,2025-05-12T02:38:31,275.49,cancelled
312c6ef7-8ec2-4f88-8b67-8ae583864fdb,b2ef72d0-1b8e-488a-9e1a-b0550807c7c8,2025-07-16T23:37:24,63.31,shipped
4afe0010-97ab-4da1-a25e-b4121418c438,259f0655-6248-4f73-83ff-9412ffaf568f,2024-12-10T08:39:00,125.82,pending
cd94a179-950e-4244-a03c-c49e5f09b52d,70903d65-16b2-4fca-8bae-436bcc299fff,2023-10-09T15:09:52,285.78,pending
1041cc2e-6611-43e3-afce-a592dca43017,32023736-9106-4380-a730-e6145cf13778,2024-08-30T18:37:54,447.47,pending
d253799b-02c7-48d8-840d-2bd74fb0f190,e57dd2e1-2994-469f-a81f-dbfedf315496,2023-10-20T18:06:48,238.03,completed
233d2991-70e0-4f8d-9114-3e22106e1fb5,2ad7b83f-64cc-4c1f-859b-ff368592adf4,2024-05-29T20:22:27,73.94,completed
2d04c32b-729b-4f8f-bbd1-8ba4f7a218ba,26ff665f-d168-4616-98b4-6c0b78495fc1,2025-01-26T05:25:04,369.52,cancelled
88234797-4cef-4f18-95af-17465db25b5b,45393a2f-88bb-470a-94ae-6a00f52bd7cf,2024-07-03T12:07:29,442.01,cancelled
c219c9d6-1306-45a5-86f5-22ecfd915c48,53e4e66f-14ec-4db3-9635-fff1d6bfe2bb,2023-12-05T00:33:20,365.64,completed
d4d4c329-8827-4294-8248-d72c2f33c48d,fdb49a87-ee09-4caf-ae9d-dff5441a7944,2025-04-04T14:53:07,53.45,pending
9ac736cb-ab92-435e-ae88-538e56e505ef,6f3755ed-1f2e-4f66-a628-b5c73ab058dd,2023-12-04T09:25:15,200.16,completed
6d71d41f-0136-43b6-a104-e0cd0df923b0,ea1130ce-a169-4b72-84d5-7d8618d6fce2,2024-02-08T20:37:06,280.18,cancelled
f699eb75-68d9-449a-b58d-07efc6d52a11,63f0e6db-13b8-40be-9cf2-2b2948f8d0e4,2025-04-29T09:35:24,389.48,shipped
3dbec6ee-9d24-4567-b328-d7ff82f185bf,d006cdd2-dcd0-4331-ac01-0ff4eb5289a1,2024-07-08T18:12:19,49.74,completed
968bcd36-b4ad-4272-a3d3-8eb50b34c074,63f0e6db-13b8-40be-9cf2-2b2948f8d0e4,2025-04-26T02:50:28,73.39,pending
13f45704-8560-43a5-92aa-295580845d9a,9aa255cd-439d-4e60-9787-cc9a51d6967c,2025-02-28T10:49:08,46.48,shipped
649003e0-2a18-476d-904b-cf6a50ab6dc7,9de9d70b-d7c2-4c44-aa05-3f4e55f75dfb,2025-07-23T00:25:36,121.56,pending
43461eb0-2662-4a3a-a4cf-dea5b9c2fbc7,76188ef4-2287-4a94-940f-e8eaeb699c0c,2024-10-23T07:07:40,274.94,completed
106589f8-1f65-4ccd-a391-5517b0fd3c82,9920c4b4-6c92-4994-a74c-708db0192539,2025-02-17T01:04:51,436.24,pending
485cabb6-7f79-4711-9c8b-51b55df6df99,f50e046c-7bd8-4f83-83c5-9cae39bd8ff2,2024-01-12T21:46:06,230.44,cancelled
d6ede12f-bae7-4f9c-a82c-e6f3cf189bd2,6eb540f4-c53a-4cae-a546-82aeb32c1c9a,2025-09-21T00:20:05,421.23,cancelled
168ba2e8-ea23-4f6c-a733-90e0ba3246bf,216b891f-7da2-4dbb-bafb-edf0ece8317a,2025-08-07T01:32:04,346.79,pending
27935eaf-8eb8-43f6-b89f-9fe8bc9e3d2e,48ae339d-4e11-446d-83d5-376fd1f51030,2024-03-01T02:40:20,479.01,cancelled
feafb786-d4e6-415d-b84a-6f217fad9236,76b2446a-4a24-49bc-8cab-cf2d430f2fa5,2024-04-13T01:31:37,233.07,completed
06ee7b01-9f03-45ef-8799-dab9d9003f25,a7ed7468-66b6-4785-99cb-70879ba6eabb,2025-07-29T20:05:39,241.7,pending
ae6b59a3-993c-468a-8182-18f09d803760,38ac14ad-e768-4ac5-9d5f-b642f7475fd6,2024-01-11T11:31:57,139.61,shipped
8ff0c1e4-c981-44ca-a68e-213190b18d4d,04ba0f4b-2b6f-4ef3-8a43-50e8b1b48428,2024-12-23T03:45:38,416.46,pending
23a3833e-5a4d-4f7d-9483-8664bfc05df3,edbabdb6-0a32-4a02-bca8-ec6c65c93ea2,2025-06-18T02:38:53,451.92,completed
28332e31-5142-41a8-9da4-0617cc7857eb,46ef3411-77dc-4860-a7f9-d3b0fd9ab958,2024-11-02T16:04:35,101.81,shipped
0c7bc2d9-c18d-4396-b627-fb8ae9ff4b6d,6eea36ee-6f58-42cd-a608-e37c52c490e4,2025-04-20T15:07:29,499.9,shipped
5fa3f8d9-34b9-4849-87a2-b2c90e7755d1,63f0e6db-13b8-40be-9cf2-2b2948f8d0e4,2024-04-25T09:14:29,83.46,cancelled
38556a1e-59a9-4f29-b029-04059010b743,49423f3a-c536-4f20-bf63-c634e5aab300,2024-07-17T03:16:53,479.35,cancelled
ff862811-b3c1-496a-a180-6453f1f73bbe,8100fe33-4794-45b0-b113-e7c5c00f043a,2024-03-10T02:33:14,293.36,pending
fd5dd861-6c1a-4963-b2b0-d6a936201658,a0b35564-cfad-4fcc-af5f-5ffa9c6ab26e,2025-05-29T23:48:06,307.46,cancelled
45a5287b-80a4-4b31-b3da-d44183b9e810,fcc79d0d-bfbe-48e0-90fa-7ec3fe88bc99,2025-02-27T13:25:51,176.33,shipped
4642064d-8e7b-4b1d-b9c3-86e5bf39984b,32e7583d-d9b7-4f8a-8e86-aa221f40d5fd,2025-01-29T19:56:34,158.19,completed
8d8b2046-13c1-40c1-949a-c56a4a3a8755,387597de-7b21-4694-98f3-82f81aac2928,2025-03-04T21:35:55,44.48,pending
3404e5bb-32e2-462e-8b49-3afef2b05a3b,4d4f05d8-a99c-45c7-8eb6-c75e07bdf4d2,2024-03-15T06:00:30,158.06,completed
aee4b698-803b-45aa-b6b9-cf82a3ffb5cd,d50f14b1-1f23-479d-84c5-b1c782949646,2025-07-25T00:41:34,406.07,pending
9fa06165-92a0-4937-8f63-9ec6e8bc3bd9,b20091cd-7a1d-4f70-abd9-2d3b66952c7a,2024-08-19T15:04:48,349.3,shipped
5138808d-d65b-44c3-9ec5-cfdd23680247,967c02a2-270b-469c-96f1-28780f5904af,2024-07-28T12:38:17,63.52,pending
a2a32b97-3e4b-4c1c-87f4-2da49ed90001,9583878b-5c01-4cd6-ae61-e9a7e70ce0f6,2024-06-24T18:37:49,80.47,shipped
1856e599-74f6-4484-8634-a4cd1ea9b74b,b3be05cf-927a-4ec9-a713-fef282098891,2023-12-07T18:51:01,234.53,pending
2454398a-c575-4b15-8d97-62daf6cb2c3e,bd1bc2bb-cfa7-4b86-ab28-485eec956d73,2024-11-19T13:56:23,22.7,completed
03432b84-de04-41e0-9314-89661ab21716,358353f5-8d09-45d7-bc09-f6dd52979618,2024-07-01T21:20:33,157.2,completed
290a7144-4777-442d-a64e-8810f833ddde,13a3ea13-3213-46aa-b7c6-2a14f7b43df2,2025-05-09T19:55:52,315.9,pending
e01565bb-68e3-4d8e-b432-e8fb7f247ef9,c0e00b2f-2c98-46ba-bf53-e816530297ef,2024-05-15T09:56:11,75.1,completed
34e99b51-f02a-4e7b-b023-ee02776efb6e,d2202678-bb8e-4fd8-980c-875f7b9d473e,2024-10-11T12:29:13,297.59,shipped
c2134c6a-c3e6-4278-a2a0-2430d9ec5a99,a41d3c4c-fdf2-42e8-8ffd-fef7033215f7,2024-07-04T14:18:10,307.21,cancelled
abf6c566-8865-48b7-92c7-902dc1e38beb,329f0e81-73de-4900-b314-bac3213366e4,2024-02-10T23:36:37,271.4,pending
344b7ee6-b125-4e1c-9a43-a625bd18b913,76390898-b1d7-4acc-8f3d-4f08831aa8ba,2024-03-16T13:22:08,58.16,completed
2bd9ea31-8f48-487c-99c0-283ac9aa709f,faefabff-7f4a-44f9-a235-98c7ee27c386,2023-11-28T19:55:57,147.35,shipped
a8e07472-49ed-4947-a638-a23d789af984,0a76d45a-2711-4569-bfb3-9e84089d22b6,2024-11-05T16:20:12,249.6,pending
2b506e2f-34b0-4eff-8e8c-8bb5dbeb724b,093244a9-003c-433b-82ba-fa86ac90ffb3,2024-10-14T04:13:10,298.43,shipped
cf7df2c4-4b68-4ffe-989d-5e37f341277e,21fb51df-2032-446d-ba79-cc95d3436184,2023-10-24T03:26:56,36.9,completed
1687f9a1-d899-44c0-9e00-7a50e7e98867,b8a1c519-6983-4709-be8a-b550a3f638f3,2023-11-14T14:06:30,404.02,shipped
47193528-0d2c-4b26-9fd3-5ad279318542,2d8d92a3-6009-43f0-b015-471e2ed14d2e,2025-05-01T04:47:54,285.34,cancelled
9c32dfc8-2bc8-419d-a0d9-b1b0892c0c16,9920c4b4-6c92-4994-a74c-708db0192539,2025-04-02T23:47:08,127.5,completed
275fb3ef-4b1a-4b51-9bfc-4405de7f2f87,0c555f56-3d05-4ed4-9b8a-dd080ce7e02a,2025-05-09T18:44:39,206.48,shipped
7af30fd1-7764-479d-99d4-7a33a364675b,b46280c0-0ec6-48d5-bddb-cabb6f1b19b2,2025-05-28T14:34:27,336.09,pending
bcca020e-4dcc-491e-a328-e4121f8b3950,2a043673-b8a7-4b14-8674-67a5de86b127,2025-08-17T16:49:18,366.49,cancelled
69e99fee-9a82-4c4e-97f0-bfdc2ab0e079,b2ef72d0-1b8e-488a-9e1a-b0550807c7c8,2023-12-14T04:46:47,32.45,completed
e9c3e0ab-d8ae-4042-bec9-8182a8eb1aa2,00bedcde-f3fe-46aa-8f9b-47f5d78ae164,2025-02-08T08:51:20,128.9,cancelled
72ff1d9b-e8a0-4a5a-8bef-bc8c8bfd69e1,3026bb80-b7e0-4eb6-a5af-e58d6ad542e7,2025-06-21T11:25:01,48.51,shipped
4102e9ac-9460-465f-a2a0-18ac794ab0fc,d03c5a61-b757-4f86-b966-c214bdee19e4,2024-08-11T16:13:16,203.51,completed
8fc8f2f1-abf8-46a4-9a2e-9f0df9d76a9a,1afd13b9-8952-4e93-acff-e4c66cf50ac9,2025-06-20T04:30:27,457.95,completed
4f12b1b9-650d-4b18-8af1-033c347e08d0,f88e18f5-092a-487a-8262-358811f32715,2025-01-01T13:30:41,226.48,completed
59e29642-d500-484d-9a91-487bf89fd4d9,23654268-2aab-43fd-995a-c67a03cb73a6,2025-05-02T10:46:54,229.22,completed
119e46ee-05d8-4318-a52e-40f6c06e1030,40de2239-da27-45b4-b540-3747f26dc7c2,2024-12-29T08:49:29,430.32,cancelled
425c2689-ec65-4b97-82a3-56efa38183a4,a41d3c4c-fdf2-42e8-8ffd-fef7033215f7,2024-08-16T07:39:30,65.58,pending
71db027a-4bec-4f52-ac92-e1b025760f3c,406f3565-bf92-4a01-bea7-b8a0c9c8a5ff,2024-02-13T07:38:11,55.57,pending
01adbc81-3418-453e-8b31-a0a5b46d8994,079ce26a-88c4-41a1-a596-75011e562124,2024-07-28T08:00:14,320.79,pending
06a55e36-ec1f-49e2-bb33-747bc1ea34ce,09fb514a-93b2-4184-92ef-4e82c09dd706,2024-05-31T21:19:29,192.6,completed
9d4a8069-8e4e-4a1f-994a-16033f567001,a65c371d-4c91-49da-bd60-84728b312c5f,2025-03-28T14:01:12,228.03,cancelled
ca4d4110-e164-4ef0-85b8-ff2bd35425bc,aff0ab6a-6941-4fba-ae07-d0ed96380e4a,2025-01-17T09:01:58,139.61,cancelled
4d476c83-1e30-4ccc-a679-07dc8f755e4b,92cdd44d-ee46-45ec-9814-33acbae8c1af,2025-03-21T16:08:32,152.55,cancelled
72c17551-0677-4cbe-a303-f97dfb64c531,3cf9e85f-6d9c-4371-a767-8a0b1218721a,2024-01-08T14:13:05,463.63,pending
cff8162a-35f4-4d0b-9273-506edcb29916,b23359ce-0d28-4e6f-8d59-70fe503e0460,2024-01-14T00:24:57,64.1,shipped
abf65557-ae6b-4484-9b30-0afcf68c482a,bedf1c29-e49a-44cd-b4cc-ff6dad41c958,2024-11-16T14:55:27,25.85,completed
45de08b0-c750-4064-a87a-dffeaf9b7a68,ceacfed8-20e4-4a29-bc05-03799ad6d7ca,2024-04-07T08:55:03,264.97,cancelled
c96b0b2c-ac57-4545-bdb0-d304d13c76b1,162f58df-d1f7-45f1-9443-8b5fd253e2e8,2024-03-25T13:35:47,319.38,shipped
0c12dcec-8992-4673-99b6-78307379e4d6,4a81918c-3564-43f5-86ca-cdc18004bc1e,2024-08-26T03:16:13,334.72,pending
c29f5558-ee04-4852-b8da-180e354bd140,b74282b3-90a4-4620-8629-c49aad91038f,2024-10-27T04:06:48,449.71,cancelled
699c908f-0b70-4589-a2ca-ac60e8a8ebd3,1dcb59bb-6282-4d81-89ce-6b4ab9021b60,2024-03-21T16:29:42,479.37,pending
876b8492-3bcf-4b10-be24-c630a9d653eb,4db67fd1-0e5c-4a95-aad5-3b8021d48d94,2024-08-27T22:17:15,235.06,cancelled
dc21f79f-9594-4c89-9c45-3828d2cb679e,f78203d5-3794-4a37-8a91-b5a6ecfc75c6,2025-08-30T20:01:22,304.77,shipped
c67e2b4c-f054-4f36-83dd-e1a994e66df6,5f2fe753-de17-4f9c-962e-b77ed75a35a2,2025-07-08T06:57:10,30.64,shipped
71324a28-e00c-4981-925d-b956a17bdf43,2ad7b83f-64cc-4c1f-859b-ff368592adf4,2024-09-28T05:36:27,41.3,pending
3394ac16-545b-4494-8260-293292b25ac8,b4c389b2-51cd-4d7e-9aa1-f991d9c4d145,2023-10-22T11:37:42,81.81,pending
acf1fc57-4cbd-4bb6-b6b0-c26cbcff6a30,fd2020c1-a422-4de9-b9ef-bbf5fe56e33c,2025-06-24T12:05:57,183.71,cancelled
571e86d3-9af4-4dfb-b05e-45a9d5de3f7a,57eb77e7-9704-4b0a-8b2d-6d339c4429d6,2024-04-25T05:44:38,315.66,cancelled
